"Oceans Ate Alaska","Clocks"
"Glass Cloud","If He Dies, He Dies"
"Glass Cloud","If He Dies, He Dies"
"Exodus","Scar spangled banner"
"Exodus","Scar spangled banner"
"65daysofstatic","The Conspiracy of Seeds"
"65daysofstatic","The Conspiracy of Seeds"
"Astralia","Heading Home"
"Astralia","Heading Home"
"As I Lay Dying","Anodyne Sea"
"As I Lay Dying","Anodyne Sea"
"Goat Leaf","White of the Eye"
"Goat Leaf","White of the Eye"
"Kalmah","Wolves On The Throne"
"Kalmah","Wolves On The Throne"
"Triumvir Foul","Labyrinthine - The Blood Serpent Unwinds"
"Triumvir Foul","Labyrinthine - The Blood Serpent Unwinds"
"Toothgrinder","Blue"
"Toothgrinder","Blue"
"Revenge","Retaliation - Fallout Prayer"
"Revenge","Retaliation - Fallout Prayer"
"Ares Kingdom","The Unburiable Dead"
"Ares Kingdom","The Unburiable Dead"
"Primordial","Cities Carved In Stone"
"Primordial","Cities Carved In Stone"
"The Ocean","Isla Del Sol"
"The Ocean","Isla Del Sol"
"Slice The Cake","The Exile Part I - The Razor's Edge"
"Slice The Cake","The Exile Part I - The Razor's Edge"
"Emperor","Towards the Pantheon - Re-Mastered"
"Emperor","Towards the Pantheon - Re-Mastered"
"Between The Buried And Me","Lay Your Ghosts to Rest"
"Between The Buried And Me","Lay Your Ghosts to Rest"
"TesseracT","Of Mind - Nocturne"
"TesseracT","Of Mind - Nocturne"
"Mudvayne","Happy?"
"Mudvayne","Happy?"
"Tubelord","Propeller"
"Tubelord","Propeller"
"Keyshia Cole","Love, I Thought You Had My Back"
"Keyshia Cole","Love, I Thought You Had My Back"
"Intronaut","City Hymnal"
"Intronaut","City Hymnal"
"Polaris, NA","L'Appel Du Vide"
"Polaris, NA","L'Appel Du Vide"
"Raven","Bring the Hammer Down"
"Raven","Bring the Hammer Down"
"Noisem","Birthing the Bestial"
"Noisem","Birthing the Bestial"
"Postcard from the Badlands","Bird Awakens the Mountain"
"Postcard from the Badlands","Bird Awakens the Mountain"
"Moonsorrow","Jotunheim"
"Moonsorrow","Jotunheim"
"Upon A Burning Body","You Don't Own Me"
"Upon A Burning Body","You Don't Own Me"
"Texas In July","Sweetest Poison"
"Texas In July","Sweetest Poison"
"Agalloch","Not Unlike The Waves"
"Agalloch","Not Unlike The Waves"
"Born Of Osiris","Machine"
"Born Of Osiris","Machine"
"The American Dollar","Starscapes - Ambient"
"The American Dollar","Starscapes - Ambient"
"Equilibrium Falls","System Resistance"
"Equilibrium Falls","System Resistance"
"The Amity Affliction","Open Letter"
"The Amity Affliction","Open Letter"
"Karnivool","Deadman"
"Karnivool","Deadman"
"John Fogerty, My Morning Jacket","Long As I Can See the Light - with My Morning Jacket"
"John Fogerty, My Morning Jacket","Long As I Can See the Light - with My Morning Jacket"
"Slice The Cake","Westward Bound Part I - The Lantern"
"Slice The Cake","Westward Bound Part I - The Lantern"
"Mastodon","Crystal Skull"
"Mastodon","Crystal Skull"
"Son Of Aurelius","Attack On Prague"
"Son Of Aurelius","Attack On Prague"
"Watain","Black Salvation"
"Watain","Black Salvation"
"Katatonia","Old Heart Falls"
"Katatonia","Old Heart Falls"
"Jakob","Pneumonic"
"Jakob","Pneumonic"
"Gösta Berlings Saga","Sersophane"
"Gösta Berlings Saga","Sersophane"
"Control Denied","When The Link Becomes Missing"
"Control Denied","When The Link Becomes Missing"
"Cirith Ungol","Doomed Planet"
"Cirith Ungol","Doomed Planet"
"Jesu","Infinity"
"Jesu","Infinity"
"Annihilator","Alison Hell (98 Reissue)"
"Annihilator","Alison Hell (98 Reissue)"
"Astralasia","I Talk to the Wind"
"Astralasia","I Talk to the Wind"
"Vanna","Sending Vessels"
"Vanna","Sending Vessels"
"The Manhattan Project","Engineering Chaos"
"The Manhattan Project","Engineering Chaos"
"The Manhattan Project","Engineering Chaos"
"The Manhattan Project","Engineering Chaos"
"Obsequiae","Autumnal Pyre"
"Obsequiae","Autumnal Pyre"
"In Fear And Faith","The Calm Before Reform"
"In Fear And Faith","The Calm Before Reform"
"Rikard Sjöblom","Under Northern Skies (Villemo's Song)"
"Rikard Sjöblom","Under Northern Skies (Villemo's Song)"
"Harakiri for the Sky","Calling the Rain"
"Harakiri for the Sky","Calling the Rain"
"The Amity Affliction","Death's Hand"
"The Amity Affliction","Death's Hand"
"Leprous","Not Even A Name"
"Leprous","Not Even A Name"
"Vildhjarta","All These Feelings"
"Vildhjarta","All These Feelings"
"Noisem","Voices in the Morgue"
"Noisem","Voices in the Morgue"
"Godflesh","Like Rats"
"Godflesh","Like Rats"
"Mercyful Fate","Is That You, Melissa"
"Mercyful Fate","Is That You, Melissa"
"Issues","Hero"
"Issues","Hero"
"Breakdown of Sanity, Björn Krebs","Crossed Fingers (feat. Björn Krebs)"
"Breakdown of Sanity, Björn Krebs","Crossed Fingers (feat. Björn Krebs)"
"Leprous","White"
"Leprous","White"
"Cannibal Corpse","Force Fed Broken Glass"
"Cannibal Corpse","Force Fed Broken Glass"
"Starkill","New Infernal Rebirth"
"Starkill","New Infernal Rebirth"
"Westing","Subtle Hints"
"Westing","Subtle Hints"
"Katatonia","Chrome"
"Katatonia","Chrome"
"Exhorder","Desecrator"
"Exhorder","Desecrator"
"Fit For A King","A Greater Sense of Self"
"Fit For A King","A Greater Sense of Self"
"Leprous","He Will Kill Again"
"Leprous","He Will Kill Again"
"Forevermore","Pandemica"
"Forevermore","Pandemica"
"Sodom","Capture the Flag"
"Sodom","Capture the Flag"
"Artillery","Back in the Trash"
"Artillery","Back in the Trash"
"Northlane","Obelisk"
"Northlane","Obelisk"
"Slow Dancing Society","The Warm Familiar Smell of September"
"Slow Dancing Society","The Warm Familiar Smell of September"
"Oh, Sleeper","Vices Like Vipers"
"Oh, Sleeper","Vices Like Vipers"
"Wage War","Desperate"
"Wage War","Desperate"
"Gojira","DELIVERANCE"
"Gojira","DELIVERANCE"
"Signal From Europa","I saw, I believe..."
"Signal From Europa","I saw, I believe..."
"I Killed The Prom Queen","Calvert Street"
"I Killed The Prom Queen","Calvert Street"
"Midnight","Whiplash Disaster"
"Midnight","Whiplash Disaster"
"Drudkh","When the Flame Turns to Ashes - Коли Пломінь Перетворюється на Попіл"
"Drudkh","When the Flame Turns to Ashes - Коли Пломінь Перетворюється на Попіл"
"Symphony X","Of Sins and Shadows"
"Symphony X","Of Sins and Shadows"
"Immolation","Stench Of High Heaven"
"Immolation","Stench Of High Heaven"
"Joey Chicago","People of the World"
"Joey Chicago","People of the World"
"Wode","Plagues of Insomnia"
"Wode","Plagues of Insomnia"
"Black Tongue","L'appel du Vide"
"Black Tongue","L'appel du Vide"
"Asking Alexandria","Hey There Mr. Brooks"
"Asking Alexandria","Hey There Mr. Brooks"
"Killswitch Engage","My Last Serenade"
"Killswitch Engage","My Last Serenade"
"Periphery","Heavy Heart"
"Periphery","Heavy Heart"
"Spiritus Mortis","World of No Light"
"Spiritus Mortis","World of No Light"
"Gatecreeper","Carved Into Stone"
"Gatecreeper","Carved Into Stone"
"Return To Forever","Captain Señor Mouse"
"Return To Forever","Captain Señor Mouse"
"Fake Palms","Sparkles"
"Fake Palms","Sparkles"
"Asking Alexandria","A Lesson Never Learned"
"Asking Alexandria","A Lesson Never Learned"
"Enter Shikari","Solidarity"
"Enter Shikari","Solidarity"
"Mors Principium Est","Reclaim the Sun"
"Mors Principium Est","Reclaim the Sun"
"Nekromantheon","The Point of No Return"
"Nekromantheon","The Point of No Return"
"In Hearts Wake, Adrian Fitipaldes","Shapeless - Judgement"
"In Hearts Wake, Adrian Fitipaldes","Shapeless - Judgement"
"Baroness","Kerosene"
"Baroness","Kerosene"
"Spring Vibes Arkestra","Transatlantic Flight"
"Spring Vibes Arkestra","Transatlantic Flight"
"VOLA","Your Mind Is A Helpless Dreamer"
"VOLA","Your Mind Is A Helpless Dreamer"
"Bullet For My Valentine","4 Words (To Choke Upon)"
"Bullet For My Valentine","4 Words (To Choke Upon)"
"Loathe","Solace; in Soil"
"Loathe","Solace; in Soil"
"Chthe'ilist","Voidspawn"
"Chthe'ilist","Voidspawn"
"Deserted Fear","The Carnage"
"Deserted Fear","The Carnage"
"Pink Floyd","One of My Turns"
"Pink Floyd","One of My Turns"
"Between The Buried And Me","Sun of Nothing"
"Between The Buried And Me","Sun of Nothing"
"TesseracT","Tourniquet"
"TesseracT","Tourniquet"
"Good Tiger","'67 Pontiac Firebird"
"Good Tiger","'67 Pontiac Firebird"
"Lybria","To Survive"
"Lybria","To Survive"
"Demilich","The Sixteenth Six-Tooth Son of Fourteen Four Regional Dimensions"
"Demilich","The Sixteenth Six-Tooth Son of Fourteen Four Regional Dimensions"
"Ripper","Neuronal Unity"
"Ripper","Neuronal Unity"
"Bury Tomorrow","Sceptres"
"Bury Tomorrow","Sceptres"
"Reflections","Autumnus"
"Reflections","Autumnus"
"Dying Fetus","Your Treachery Will Die WIth You"
"Dying Fetus","Your Treachery Will Die WIth You"
"Rotting Christ","In Nomine Dei Nostri"
"Rotting Christ","In Nomine Dei Nostri"
"Panopticon","Chase the Grain"
"Panopticon","Chase the Grain"
"Summoning","Nightshade Forests"
"Summoning","Nightshade Forests"
"Madder Mortem","Blood on the Sand"
"Madder Mortem","Blood on the Sand"
"Mournful Congregation","White Cold Wrath Burnt Frozen Blood"
"Mournful Congregation","White Cold Wrath Burnt Frozen Blood"
"Three Trapped Tigers","Engrams"
"Three Trapped Tigers","Engrams"
"Oathbreaker","Glimpse of the Unseen"
"Oathbreaker","Glimpse of the Unseen"
"Elton John","Funeral For A Friend/ Love Lies Bleeding - Live At Hammersmith Odeon, London/ 1973"
"Elton John","Funeral For A Friend/ Love Lies Bleeding - Live At Hammersmith Odeon, London/ 1973"
"Alaska","Blue Castle"
"Alaska","Blue Castle"
"Morbid Angel","Ageless, Still I Am"
"Morbid Angel","Ageless, Still I Am"
"Attack Attack!","AC-130"
"Attack Attack!","AC-130"
"LITE","Warp"
"LITE","Warp"
"Oh, Sleeper","Claws Of A God"
"Oh, Sleeper","Claws Of A God"
"Marsupial Suit","I Feel Dumb"
"Marsupial Suit","I Feel Dumb"
"Yes","Don't Kill The Whale"
"Yes","Don't Kill The Whale"
"Drudkh, Grift","His Twenty Fourth Spring"
"Drudkh, Grift","His Twenty Fourth Spring"
"Mystery","Superstar"
"Mystery","Superstar"
"A Plea for Purging","Sick Silent America"
"A Plea for Purging","Sick Silent America"
"Aura Noir","The Pest"
"Aura Noir","The Pest"
"Asphyx","Minefield"
"Asphyx","Minefield"
"Balmorhea","HEIR II"
"Balmorhea","HEIR II"
"Gorgasm","Stitched Oral Asphyxia"
"Gorgasm","Stitched Oral Asphyxia"
"Wintersun","Beyond the dark sun"
"Wintersun","Beyond the dark sun"
"Modern Piano Library","Equations"
"Modern Piano Library","Equations"
"Monuments","I, the Destroyer"
"Monuments","I, the Destroyer"
"Structures","Tunnel Vision"
"Structures","Tunnel Vision"
"Caesar Fantasy","Angry Wizard"
"Caesar Fantasy","Angry Wizard"
"Eskimo Callboy","Muffin Purper-Gurk"
"Eskimo Callboy","Muffin Purper-Gurk"
"Ne Obliviscaris","Of Petrichor Weaves Black Noise"
"Ne Obliviscaris","Of Petrichor Weaves Black Noise"
"Kamelot","Liar Liar (Wasteland Monarchy)"
"Kamelot","Liar Liar (Wasteland Monarchy)"
"Necrophagist","Intestinal Incubation"
"Necrophagist","Intestinal Incubation"
"Bad Salad","The Second Calling"
"Bad Salad","The Second Calling"
"Bullet For My Valentine","Just Another Star"
"Bullet For My Valentine","Just Another Star"
"Periphery","Motormouth"
"Periphery","Motormouth"
"Seas of Years","Surface"
"Seas of Years","Surface"
"Candlemass","Dark Are The Veils Of Death"
"Candlemass","Dark Are The Veils Of Death"
"Video Game Players","Vampire Killer (Stage 1 Theme) [From "
"Video Game Players","Vampire Killer (Stage 1 Theme) [From "
"Witch","Seer"
"Witch","Seer"
"Obscura","Ocean Gateways"
"Obscura","Ocean Gateways"
"Joel Lindfors, Sithu Aye","Null Point (feat. Sithu Aye)"
"Joel Lindfors, Sithu Aye","Null Point (feat. Sithu Aye)"
"Joel Lindfors, Sithu Aye","Null Point (feat. Sithu Aye)"
"Joel Lindfors, Sithu Aye","Null Point (feat. Sithu Aye)"
"Siberian","Anima Astray"
"Siberian","Anima Astray"
"Killswitch Engage","The Hell In Me"
"Killswitch Engage","The Hell In Me"
"Gravecrusher","Morbid Black Oath"
"Gravecrusher","Morbid Black Oath"
"Painted In Exile","Dm"
"Painted In Exile","Dm"
"Borknagar","Erodent"
"Borknagar","Erodent"
"The Ongoing Concept","Like Autumn"
"The Ongoing Concept","Like Autumn"
"Seven Impale","Inertia"
"Seven Impale","Inertia"
"Dream Theater","Afterlife - Live"
"Dream Theater","Afterlife - Live"
"Hello Nico","看不見?"
"Hello Nico","看不見?"
"David Sylvian","Words With The Shaman - Part 1 (Ancient Evening) - 2003 Digital Remaster"
"David Sylvian","Words With The Shaman - Part 1 (Ancient Evening) - 2003 Digital Remaster"
"Hourvari","II"
"Hourvari","II"
"Zao","A Well-Intentioned Virus"
"Zao","A Well-Intentioned Virus"
"Genesis","Stagnation"
"Genesis","Stagnation"
"David Sylvian","Words With The Shaman - Part 1 (Ancient Evening) - 2003 Digital Remaster"
"David Sylvian","Words With The Shaman - Part 1 (Ancient Evening) - 2003 Digital Remaster"
"Thank You Scientist","Grin"
"Thank You Scientist","Grin"
"Dream Theater","Blind Faith"
"Dream Theater","Blind Faith"
"Textures","Stream Of Consciousness"
"Textures","Stream Of Consciousness"
"High On Fire","Devilution"
"High On Fire","Devilution"
"Words Of Farewell","Gallows Frame"
"Words Of Farewell","Gallows Frame"
"Haste The Day","Travesty"
"Haste The Day","Travesty"
"Periphery","Ragnarok"
"Periphery","Ragnarok"
"Rush","La Villa Strangiato - An Exercise In Self-Indulgence"
"Rush","La Villa Strangiato - An Exercise In Self-Indulgence"
"Kyuss","Spaceship Landing"
"Kyuss","Spaceship Landing"
"The Amity Affliction","Olde English 800"
"The Amity Affliction","Olde English 800"
"Twinkle Twinkle Little Rock Star","Rosetta Stoned"
"Twinkle Twinkle Little Rock Star","Rosetta Stoned"
"Disperse","Profane the Ground"
"Disperse","Profane the Ground"
"Shai Hulud","Solely Concentrating On The Negative Aspects Of Life"
"Shai Hulud","Solely Concentrating On The Negative Aspects Of Life"
"Born Of Osiris","Two Worlds Of Design"
"Born Of Osiris","Two Worlds Of Design"
"Venom","Welcome To Hell"
"Venom","Welcome To Hell"
"Animals As Leaders","The Brain Dance"
"Animals As Leaders","The Brain Dance"
"Dayshell","Terrified"
"Dayshell","Terrified"
"Oh, Sleeper, Jacky Vincent","Death from Above (feat. Jacky Vincent)"
"Oh, Sleeper, Jacky Vincent","Death from Above (feat. Jacky Vincent)"
"Scar Symmetry","Mind Machine"
"Scar Symmetry","Mind Machine"
"Demigod","Tears of God"
"Demigod","Tears of God"
"Attack Attack!","The Wretched"
"Attack Attack!","The Wretched"
"Winterfylleth","Green Cathedral"
"Winterfylleth","Green Cathedral"
"Volumes","Erased"
"Volumes","Erased"
"The Lockheed Super Constellation","Oh no! It's that time of year again"
"The Lockheed Super Constellation","Oh no! It's that time of year again"
"Triptykon","Goetia"
"Triptykon","Goetia"
"Mudvayne","Pharmaecopia"
"Mudvayne","Pharmaecopia"
"Periphery","The Bad Thing"
"Periphery","The Bad Thing"
"Morbid Angel","Chapel Of Ghouls"
"Morbid Angel","Chapel Of Ghouls"
"Overkill","Kill at Command"
"Overkill","Kill at Command"
"Analepsy","Genetic Mutations"
"Analepsy","Genetic Mutations"
"Equilibrium","Blut Im Auge (Acoustic Version - Bonus Track)"
"Equilibrium","Blut Im Auge (Acoustic Version - Bonus Track)"
"Celtic Frost","Ground"
"Celtic Frost","Ground"
"Shy, Low","Confirmation Bias"
"Shy, Low","Confirmation Bias"
"The Amity Affliction","Pittsburgh - No Intro"
"The Amity Affliction","Pittsburgh - No Intro"
"Mastodon","The Czar: Usurper / Escape / Martyr / Spiral"
"Mastodon","The Czar: Usurper / Escape / Martyr / Spiral"
"Rude Vinyl","My Life"
"Rude Vinyl","My Life"
"Anciients","Incantations"
"Anciients","Incantations"
"Kjjjjjjjjj","Grrrrrrrrr"
"Kjjjjjjjjj","Grrrrrrrrr"
"Killswitch Engage","My Last Serenade"
"Killswitch Engage","My Last Serenade"
"Darkthrone","Under A Funeral Moon"
"Darkthrone","Under A Funeral Moon"
"Analog Jazz","Song For My Father"
"Analog Jazz","Song For My Father"
"All That Remains","We Stand"
"All That Remains","We Stand"
"Decipher","Slave of the Chapter"
"Decipher","Slave of the Chapter"
"Atreyu","My Fork In the Road (Your Knife In My Back)"
"Atreyu","My Fork In the Road (Your Knife In My Back)"
"Woods Of Ypres","By The Time You Read This (I Will Already Be Dead)"
"Woods Of Ypres","By The Time You Read This (I Will Already Be Dead)"
"Invent, Animate","Midnight Hymn"
"Invent, Animate","Midnight Hymn"
"Decipher","Slave of the Chapter"
"Decipher","Slave of the Chapter"
"Riverside","Time Travellers"
"Riverside","Time Travellers"
"Melechesh","Planetary Rites"
"Melechesh","Planetary Rites"
"Silent Planet","Firstwake"
"Silent Planet","Firstwake"
"Ólafur Arnalds, Nanna Bryndís Hilmarsdóttir","Particles"
"Ólafur Arnalds, Nanna Bryndís Hilmarsdóttir","Particles"
"Decipher","Slave of the Chapter"
"Decipher","Slave of the Chapter"
"Threshold","Liberty Complacency Dependency"
"Threshold","Liberty Complacency Dependency"
"By the Thousands","Clouded Eyes"
"By the Thousands","Clouded Eyes"
"Andromida","Supernova"
"Andromida","Supernova"
"Dark Valentine","A World Beguiled"
"Dark Valentine","A World Beguiled"
"Asphyx","Vermin (Live)"
"Asphyx","Vermin (Live)"
"Genesis","The Carpet Crawlers 1999"
"Genesis","The Carpet Crawlers 1999"
"IQ","Closer"
"IQ","Closer"
"Black Fast","The Coming Swarm"
"Black Fast","The Coming Swarm"
"Volumes","Edge of the Earth"
"Volumes","Edge of the Earth"
"Genesis","The Carpet Crawlers 1999"
"Genesis","The Carpet Crawlers 1999"
"Waken Eyes","Palisades"
"Waken Eyes","Palisades"
"Russian Circles","Philos"
"Russian Circles","Philos"
"The Color Morale","Saviorself"
"The Color Morale","Saviorself"
"Rick Wakeman","Catherine Of Aragon"
"Rick Wakeman","Catherine Of Aragon"
"Atreyu","Demonology and Heartache"
"Atreyu","Demonology and Heartache"
"Zao","Psalm Of The City Of The Dead"
"Zao","Psalm Of The City Of The Dead"
"Reverend Bizarre","Cirith Ungol"
"Reverend Bizarre","Cirith Ungol"
"Annisokay, Marcus Bridge","Smile (feat. Marcus Bridge)"
"Annisokay, Marcus Bridge","Smile (feat. Marcus Bridge)"
"Collapse Under The Empire","Light in the Distance"
"Collapse Under The Empire","Light in the Distance"
